punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,23.11,CANOVA Sara,1992,CF,ANA ATL.FELTRE,11 su- 1,Verona,2007-06-02,https://www.fidal.it/atleta/CANOVA-Sara/eKmRlJOhbWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.66,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 su- 1,Longarone,2007-05-19,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.81,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,2 su- 1,Rossano Veneto,2008-09-07,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.01,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,4 su- 1,Marostica,2008-09-14,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.03,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,10 su- 1,Mogliano Veneto,2008-09-27,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.72,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2008-10-04,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.38,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,10 su- 1,Verona,2008-06-01,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.34,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2008-05-10,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.86,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,2 se- 1,Longarone,2008-05-24,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,22.29,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2008-06-21,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,29.46,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,3 se- 1,Feltre,2009-08-26,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.81,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,2 se- 1,Longarone,2009-05-09,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.79,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,5 su- 1,Vicenza,2009-06-06,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.46,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2009-10-17,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.24,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,5 su- 1,Pergine E Borgo Valsugana,2009-09-13,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.47,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2009-04-04,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.19,COSTA Veronica,1996,CF,ANA ATL.FELTRE,22 su- 1,Rovigo,2010-06-05,https://www.fidal.it/atleta/COSTA-Veronica/eKmRlJSjbmk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.78,PAULETTI Alice,1995,CF,ANA ATL.FELTRE,28 su- 1,Rovigo,2010-06-05,https://www.fidal.it/atleta/PAULETTI-Alice/eKmRlJShbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.36,STACH Marta,1995,CF,ANA ATL.FELTRE,5 se- 1,Feltre,2010-05-15,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.24,SPADA Silvia,1995,CF,ANA ATL.FELTRE,6 se- 1,Feltre,2010-05-15,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.85,COSTA Veronica,1996,CF,ANA ATL.FELTRE,6 su- 1,Borgo Valsugana,2010-05-23,https://www.fidal.it/atleta/COSTA-Veronica/eKmRlJSjbmk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.2,COMACCHIO Carlotta,1996,CF,ANA ATL.FELTRE,7 se- 1,Feltre,2010-05-15,https://www.fidal.it/atleta/COMACCHIO-Carlotta/eKmRlJSgaGQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.28,CURIC Tea,1995,CF,ANA ATL.FELTRE,8 se- 1,Feltre,2010-05-15,https://www.fidal.it/atleta/CURIC-Tea/eKmRlJSnbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.25,SPADA Stefania,1998,CF,ANA ATL.FELTRE,2 se- 1,Feltre,2012-05-20,https://www.fidal.it/atleta/SPADA-Stefania/eKmRlJOkamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.19,SANGUIN Giulia,1999,CF,ANA ATL.FELTRE,8 se- 1,Vallesella,2013-05-18,https://www.fidal.it/atleta/SANGUIN-Giulia/eKmRlJSmbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.49,FILOSA Annalisa,1999,CF,ANA ATL.FELTRE,10 se- 1,Vallesella,2013-05-18,https://www.fidal.it/atleta/FILOSA-Annalisa/eKmRlJSjb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.2,FILOSA Annalisa,1999,CF,ANA ATL.FELTRE,4 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/FILOSA-Annalisa/eKmRlJSjb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.54,PROCACCINI Sara,1999,CF,ANA ATL.FELTRE,3 se- 1,Belluno,2013-05-04,https://www.fidal.it/atleta/PROCACCINI-Sara/eKmRlJSmbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.16,SANGUIN Giulia,1999,CF,ANA ATL.FELTRE,5 se- 1,Belluno,2013-05-04,https://www.fidal.it/atleta/SANGUIN-Giulia/eKmRlJSmbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.04,SANGUIN Giulia,1999,CF,ANA ATL.FELTRE,8 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/SANGUIN-Giulia/eKmRlJSmbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.88,SPADA Stefania,1998,CF,ANA ATL.FELTRE,10 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/SPADA-Stefania/eKmRlJOkamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.71,BERTOLDIN Matilde,1999,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2013-05-12,https://www.fidal.it/atleta/BERTOLDIN-Matilde/eKmRlJWiaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.22,BERTOLDIN Matilde,1999,CF,ANA ATL.FELTRE,6 se- 1,Belluno,2013-05-04,https://www.fidal.it/atleta/BERTOLDIN-Matilde/eKmRlJWiaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.05,PROCACCINI Sara,1999,CF,ANA ATL.FELTRE,12 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/PROCACCINI-Sara/eKmRlJSmbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.8,FILOSA Annalisa,1999,CF,ANA ATL.FELTRE,3 se- 1,Belluno,2013-05-12,https://www.fidal.it/atleta/FILOSA-Annalisa/eKmRlJSjb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.0,BERTOLDIN Matilde,1999,CF,ANA ATL.FELTRE,13 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/BERTOLDIN-Matilde/eKmRlJWiaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.19,PROCACCINI Sara,1999,CF,ANA ATL.FELTRE,30 su- 1,Bassano Del Grappa,2013-06-02,https://www.fidal.it/atleta/PROCACCINI-Sara/eKmRlJSmbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.79,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,8 su- 1,Caprino Veronese,2014-09-28,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.17,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,3 se- 1,Feltre,2014-09-23,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.95,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,6 su- 1,San Giovanni Lupatoto,2014-07-05,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.67,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,7 su- 1,Rossano Veneto,2014-09-07,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.66,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,11 su- 1,Conegliano,2014-09-14,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.52,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,6 se- 1,Feltre,2014-09-23,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.47,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,3 se- 1,Belluno,2014-05-18,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,23.88,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,12 su- 1,Conegliano,2014-09-14,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.6,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,17 su- 1,Belluno,2014-06-08,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.52,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,4 se- 1,Feltre,2014-03-29,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.52,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,6 se- 1,Valesella Di Cadore,2014-05-03,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,21.07,SANGUIN Giulia,1999,CF,ANA ATL.FELTRE,7 se- 1,Valesella Di Cadore,2014-05-03,https://www.fidal.it/atleta/SANGUIN-Giulia/eKmRlJSmbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,20.67,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,8 se- 1,Valesella Di Cadore,2014-05-03,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,19.79,SANGUIN Giulia,1999,CF,ANA ATL.FELTRE,5 se- 1,Feltre,2014-03-29,https://www.fidal.it/atleta/SANGUIN-Giulia/eKmRlJSmbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.82,FILOSA Annalisa,1999,CF,ANA ATL.FELTRE,13 se- 1,Valesella Di Cadore,2014-05-03,https://www.fidal.it/atleta/FILOSA-Annalisa/eKmRlJSjb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.78,D'ALBERTO Elena,2000,CF,ANA ATL.FELTRE,17 se- 1,Valesella Di Cadore,2014-05-03,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.63,COLDEBELLA Gloria,2000,CF,ANA ATL.FELTRE,18 se- 1,Valesella Di Cadore,2014-05-03,https://www.fidal.it/atleta/COLDEBELLA-Gloria/eKmRlJSjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,30.34,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,5 su- 1,Belluno,2015-05-31,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,29.44,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,3 se- 1,Belluno,2015-05-17,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.88,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,2 se- 1,Agordo,2015-05-01,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.76,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,2 se- 1,Feltre,2015-03-28,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.05,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,13 su- 1,Marostica,2015-09-27,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,27.86,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,15 su- 1,Majano,2015-09-05,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.47,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,5 se- 1,Agordo,2015-05-01,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,24.21,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,3 se- 1,Feltre,2015-03-28,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.65,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,5 se- 1,Feltre,2015-03-28,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.94,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,11 se- 1,Agordo,2015-05-01,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.87,DE CARLI Alessandra,2001,CF,ANA ATL.FELTRE,20 se- 1,Agordo,2015-05-01,https://www.fidal.it/atleta/DE-CARLI-Alessandra/eKmRlJalbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.69,CHARAF Salma,2002,CF,ANA ATL.FELTRE,20 su- 1,Rovigo,2016-06-11,https://www.fidal.it/atleta/CHARAF-Salma/eKmRlJehaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.44,CHARAF Salma,2002,CF,ANA ATL.FELTRE,5 se- 1,Valesella,2016-08-18,https://www.fidal.it/atleta/CHARAF-Salma/eKmRlJehaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.38,CHARAF Salma,2002,CF,ANA ATL.FELTRE,2 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/CHARAF-Salma/eKmRlJehaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.22,BATTISTEL Angelica,2002,CF,ANA ATL.FELTRE,3 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/BATTISTEL-Angelica/eKmRlJWmamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.15,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,9 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.28,BATTISTEL Angelica,2002,CF,ANA ATL.FELTRE,4 se- 1,Feltre,2016-04-02,https://www.fidal.it/atleta/BATTISTEL-Angelica/eKmRlJWmamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.7,BATTISTEL Angelica,2002,CF,ANA ATL.FELTRE,14 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/BATTISTEL-Angelica/eKmRlJWmamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.48,PERSICO Elisa,2002,CF,ANA ATL.FELTRE,15 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/PERSICO-Elisa/eKmRlJWjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.45,CECCHIN Sabrina,2002,CF,ANA ATL.FELTRE,4 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/CECCHIN-Sabrina/eKmRlJefamc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
